YEAR,STATE,BENE_GEO_CD,BENES_MA_CNT,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_DUAL_PCT,BENES_OP_CNT,BENES_OP_PCT,OP_VISITS_PER_1000_BENES,BENES_ER_VISITS_CNT,BENES_ER_VISITS_PCT,ER_VISITS_PER_1000_BENES
2020,KY,21.0,357671,71,0.5656,0.4344,0.1953,248672,0.6953,4203.9304,118322,0.3308,330.8124
2020,LA,22.0,366584,71,0.5578,0.4422,0.3018,271779,0.7414,4730.8284,138269,0.3772,377.1823
2020,MA,25.0,356631,73,0.5748,0.4252,0.3034,262872,0.7371,5225.4852,130417,0.3657,365.6917
2020,MD,24.0,135045,73,0.5845,0.4155,0.1752,42591,0.3154,1545.5737,40483,0.2998,299.7741
2020,ME,23.0,138847,72,0.5407,0.4593,0.2472,116610,0.8398,7468.9406,35742,0.2574,257.42
2020,MI,26.0,1005523,73,0.5515,0.4485,0.1212,743643,0.7396,4838.7894,295284,0.2937,293.6621
2020,MN,27.0,506340,74,0.5545,0.4455,0.1181,260062,0.5136,3235.6144,94050,0.1857,185.7448
2020,MO,29.0,500497,72,0.5668,0.4332,0.1589,346279,0.6919,4406.0524,171977,0.3436,343.6124
2020,MS,28.0,138764,70,0.5618,0.4382,0.3683,93494,0.6738,3918.7974,54920,0.3958,395.7799
2020,MT,30.0,48314,73,0.541,0.459,0.1036,38051,0.7876,6094.0514,10352,0.2143,214.265
2020,NC,37.0,825189,72,0.5859,0.4141,0.1763,525007,0.6362,3594.5002,252624,0.3061,306.1408
2020,ND,38.0,26325,75,0.5478,0.4522,0.0782,5199,0.1975,2040.4558,1959,0.0744,74.416
2020,NE,31.0,70006,72,0.5563,0.4437,0.1906,42182,0.6025,4165.6429,18006,0.2572,257.2065
2020,NH,33.0,66455,72,0.5554,0.4446,0.0991,54790,0.8245,6508.4945,19396,0.2919,291.8667
2020,NJ,34.0,524662,73,0.5641,0.4359,0.1604,261667,0.4987,2635.1746,166095,0.3166,316.5752
2020,NM,35.0,168599,72,0.5615,0.4385,0.2829,109839,0.6515,3831.0132,51076,0.3029,302.9437
2020,NV,32.0,218721,73,0.5556,0.4444,0.1342,77796,0.3557,1391.0233,66990,0.3063,306.2806
2020,NY,36.0,1589497,73,0.5746,0.4254,0.3244,893686,0.5622,3522.8377,492256,0.3097,309.6929
2020,National,,24930644,73,0.5641,0.4359,0.2122,14416499,0.5783,3251.0023,7716178,0.3095,309.5058
2020,OH,39.0,1086755,73,0.5725,0.4275,0.1943,803926,0.7397,5223.0273,398905,0.3671,367.0607
2020,OK,40.0,185931,72,0.5623,0.4377,0.1829,122959,0.6613,3559.0461,69729,0.375,375.0262
2020,OR,41.0,419335,73,0.5661,0.4339,0.165,250778,0.598,3238.9283,107537,0.2564,256.4465
2020,PA,42.0,1243898,73,0.5658,0.4342,0.2053,929407,0.7472,4396.5711,416498,0.3348,334.8329
2020,PR,72.0,607158,72,0.5482,0.4518,,247020,0.4068,1120.7775,220939,0.3639,363.8905
2020,RI,44.0,107267,72,0.5792,0.4208,0.2668,73994,0.6898,4010.3946,34150,0.3184,318.3645
2020,SC,45.0,364244,71,0.5723,0.4277,0.2687,234895,0.6449,3323.739,133994,0.3679,367.8688
2020,SD,46.0,41238,75,0.5523,0.4477,0.0948,13261,0.3216,2869.0286,3759,0.0912,91.1538
2020,TN,47.0,590421,70,0.5629,0.4371,0.293,365736,0.6194,3020.8173,227585,0.3855,385.4622
2020,TX,48.0,1809741,72,0.5684,0.4316,0.2357,951911,0.526,2847.8108,615950,0.3404,340.3526
2020,UT,49.0,166200,72,0.5482,0.4518,0.108,106574,0.6412,3380.9085,33563,0.2019,201.9434
2020,VA,51.0,381490,71,0.5705,0.4295,0.2101,224114,0.5875,3138.9761,144152,0.3779,377.8657
2020,VI,78.0,449,73,0.5367,0.4633,,166,0.3697,2080.1782,129,0.2873,287.3051
2020,VT,50.0,21313,73,0.5423,0.4577,0.1289,17636,0.8275,6066.3914,6174,0.2897,289.6824
2020,WA,53.0,507032,72,0.5626,0.4374,0.1773,260260,0.5133,2733.7486,123834,0.2442,244.2331
2020,WI,55.0,560350,74,0.5532,0.4468,0.1266,368180,0.6571,4728.9498,143186,0.2555,255.5296
2020,WV,54.0,166080,72,0.5469,0.4531,0.1594,118804,0.7153,5156.1657,53838,0.3242,324.1691
2020,WY,56.0,5300,74,0.5213,0.4787,0.0911,3035,0.5726,3402.2642,1375,0.2594,259.434
2021,AK,2.0,2034,74,0.4902,0.5098,0.0939,1108,0.5447,3187.3156,663,0.326,325.9587
2021,AL,1.0,543156,70,0.5705,0.4295,0.2587,357716,0.6586,3129.1397,190546,0.3508,350.8127
2021,AR,5.0,218734,69,0.5578,0.4422,0.3297,150054,0.686,4027.5494,87278,0.399,399.0143
2021,AZ,4.0,636546,72,0.5597,0.4403,0.2745,281257,0.4418,2056.0965,201049,0.3158,315.8436
2021,CA,6.0,3049855,74,0.5594,0.4406,0.2028,1466843,0.481,1976.5943,875326,0.287,287.0058
2021,CO,8.0,439701,73,0.5601,0.4399,0.1491,229100,0.521,2815.2495,125572,0.2856,285.585
2021,CT,9.0,336125,73,0.5672,0.4328,0.3171,242699,0.722,4902.7356,119225,0.3547,354.7044
2021,DC,11.0,22434,72,0.6023,0.3977,0.6113,11597,0.5169,3473.2103,12575,0.5605,560.5331
2021,DE,10.0,50325,72,0.5551,0.4449,0.2266,33644,0.6685,3858.7978,18667,0.3709,370.929
2021,FL,12.0,2435488,73,0.5554,0.4446,0.2681,1062930,0.4364,1990.1276,818636,0.3361,336.1281
2021,GA,13.0,848603,71,0.5822,0.4178,0.2794,540344,0.6367,3473.6373,319912,0.377,376.9866
2021,HI,15.0,141697,75,0.5625,0.4375,0.2439,94231,0.665,3514.7321,38844,0.2741,274.1342
2021,IA,19.0,180243,72,0.5486,0.4514,0.2061,122367,0.6789,5516.2586,48352,0.2683,268.2601
2021,ID,16.0,145421,72,0.5528,0.4472,0.1651,115891,0.7969,6629.4483,35407,0.2435,243.4793
2021,IL,17.0,762882,73,0.5668,0.4332,0.2149,528666,0.693,4802.2211,260379,0.3413,341.3097
2021,IN,18.0,524261,72,0.5591,0.4409,0.2101,409043,0.7802,5594.1525,198283,0.3782,378.2143
2021,KS,20.0,138635,72,0.5524,0.4476,0.1971,85608,0.6175,4189.7212,47794,0.3447,344.747
2021,KY,21.0,408395,71,0.5644,0.4356,0.225,301184,0.7375,4862.8338,145049,0.3552,355.1684
2021,LA,22.0,411619,71,0.5568,0.4432,0.3248,312301,0.7587,5263.2629,166785,0.4052,405.1927
2021,MA,25.0,392308,73,0.5709,0.4291,0.3101,305788,0.7795,6196.5089,154114,0.3928,392.8393
2021,MD,24.0,169057,73,0.5853,0.4147,0.1712,61715,0.3651,1973.0032,57735,0.3415,341.512
2021,ME,23.0,166224,72,0.5484,0.4516,0.2432,144248,0.8678,8869.363,47108,0.2834,283.4007
2021,MI,26.0,1107781,72,0.552,0.448,0.1385,857551,0.7741,5725.9576,350340,0.3163,316.2538
2021,MN,27.0,561659,74,0.5524,0.4476,0.1195,315793,0.5623,3939.2407,111921,0.1993,199.2686
2021,MO,29.0,557022,72,0.5648,0.4352,0.1746,399503,0.7172,4897.1423,212168,0.3809,380.897
2021,MS,28.0,175079,70,0.5623,0.4377,0.3888,123833,0.7073,4507.5138,71350,0.4075,407.5303
2021,MT,30.0,55236,73,0.5406,0.4594,0.1247,44694,0.8091,6787.8014,13110,0.2373,237.3452
2021,NC,37.0,927283,72,0.5827,0.4173,0.1886,608716,0.6565,3889.3326,308107,0.3323,332.2686
2021,ND,38.0,30537,75,0.5479,0.4521,0.0843,6963,0.228,2537.6429,2588,0.0847,84.7496
2021,NE,31.0,86519,72,0.5536,0.4464,0.1895,53946,0.6235,4832.4877,22419,0.2591,259.1223
2021,NH,33.0,80427,72,0.5543,0.4457,0.116,68077,0.8464,7617.6035,24918,0.3098,309.8213
2021,NJ,34.0,573860,73,0.5634,0.4366,0.1692,323606,0.5639,3216.4448,199254,0.3472,347.2171
2021,NM,35.0,183335,72,0.559,0.441,0.288,126557,0.6903,4622.2216,59492,0.3245,324.4989
2021,NV,32.0,242876,73,0.5543,0.4457,0.147,93165,0.3836,1560.2653,80813,0.3327,332.7336
2021,NY,36.0,1685555,73,0.5724,0.4276,0.3407,1023954,0.6075,4214.2938,562783,0.3339,333.8859
2021,National,,27363940,72,0.5629,0.4371,0.2228,16812066,0.6144,3770.9529,9236427,0.3375,337.5401
2021,OH,39.0,1169771,72,0.5709,0.4291,0.2104,900277,0.7696,6013.3445,467211,0.3994,399.4038
2021,OK,40.0,230259,71,0.5617,0.4383,0.2052,159365,0.6921,3955.9496,92765,0.4029,402.8724
2021,OR,41.0,444436,73,0.5645,0.4355,0.1749,283141,0.6371,3707.2807,122297,0.2752,275.1735
2021,PA,42.0,1317312,73,0.5636,0.4364,0.2145,1028035,0.7804,5059.2593,473580,0.3595,359.5048
2021,PR,72.0,623116,72,0.5499,0.4501,,284529,0.4566,1329.6497,238532,0.3828,382.8051
2021,RI,44.0,115239,72,0.5775,0.4225,0.2638,84057,0.7294,4669.5823,38557,0.3346,334.5829
2021,SC,45.0,417552,71,0.5697,0.4303,0.2708,275859,0.6607,3530.5064,166178,0.398,397.9816
2021,SD,46.0,47261,75,0.5496,0.4504,0.1042,15141,0.3204,3129.134,4811,0.1018,101.7964
2021,TN,47.0,642858,70,0.5624,0.4376,0.2937,410538,0.6386,3241.0175,264303,0.4111,411.1375
2021,TX,48.0,2021318,72,0.5663,0.4337,0.2367,1148967,0.5684,3300.1482,748997,0.3705,370.5488
2021,UT,49.0,185129,72,0.5473,0.4527,0.1154,124046,0.6701,3839.8036,43910,0.2372,237.186
2021,VA,51.0,454401,71,0.5691,0.4309,0.2272,284916,0.627,3596.3807,193526,0.4259,425.8925
2021,VI,78.0,5444,76,0.6282,0.3718,,2359,0.4333,2125.6429,1447,0.2658,265.7972
2021,VT,50.0,29795,72,0.5436,0.4564,0.1501,25465,0.8547,7198.2883,8755,0.2938,293.8412
2021,WA,53.0,562004,72,0.5613,0.4387,0.1897,310452,0.5524,3187.0823,148353,0.264,263.9714
2021,WI,55.0,607333,73,0.5516,0.4484,0.1359,426493,0.7022,5663.2704,163837,0.2698,269.7647
2021,WV,54.0,188812,72,0.5475,0.4525,0.1955,138907,0.7357,5923.1723,68669,0.3637,363.6898
2021,WY,56.0,6557,74,0.5181,0.4819,0.0804,3954,0.603,3737.3799,1759,0.2683,268.2629
2022,AK,2.0,2388,74,0.4904,0.5096,0.0858,1271,0.5322,3186.7672,750,0.3141,314.0704
2022,AL,1.0,589541,70,0.5701,0.4299,0.2703,395401,0.6707,3270.2051,219353,0.3721,372.0742
2022,AR,5.0,243308,69,0.5583,0.4417,0.3469,169567,0.6969,4191.7652,101771,0.4183,418.2805
2022,AZ,4.0,679967,72,0.5586,0.4414,0.2798,311576,0.4582,2117.7778,216814,0.3189,318.8596
2022,CA,6.0,3188104,74,0.5584,0.4416,0.2156,1571696,0.493,2121.5475,995723,0.3123,312.3245
2022,CO,8.0,475367,73,0.5593,0.4407,0.1653,258960,0.5448,3010.6255,142379,0.2995,299.5138
2022,CT,9.0,362846,73,0.5662,0.4338,0.3319,264272,0.7283,5068.8364,137807,0.3798,379.7947
2022,DC,11.0,25206,72,0.5942,0.4058,0.6116,13116,0.5204,3593.8269,14037,0.5569,556.8912
2022,DE,10.0,60842,72,0.556,0.444,0.2349,41356,0.6797,4002.827,23484,0.386,385.9834
2022,FL,12.0,2592290,73,0.5558,0.4442,0.2744,1180833,0.4555,2078.7119,928522,0.3582,358.186
2022,GA,13.0,928498,71,0.5802,0.4198,0.2918,600501,0.6467,3576.6474,373206,0.4019,401.9459
2022,HI,15.0,151441,74,0.5589,0.4411,0.2613,102249,0.6752,3592.6532,45607,0.3012,301.1536
2022,IA,19.0,205367,72,0.5483,0.4517,0.2179,142247,0.6926,5610.3902,59694,0.2907,290.6699
2022,ID,16.0,161917,72,0.5511,0.4489,0.1766,128713,0.7949,6734.9012,40487,0.25,250.0479
2022,IL,17.0,867590,73,0.5645,0.4355,0.2522,612137,0.7056,4963.1347,314858,0.3629,362.9111
2022,IN,18.0,579080,72,0.5595,0.4405,0.2355,454383,0.7847,5673.4527,223394,0.3858,385.774
2022,KS,20.0,161066,72,0.5516,0.4484,0.2173,100525,0.6241,4239.138,59035,0.3665,366.5268
2022,KY,21.0,457481,71,0.5627,0.4373,0.2293,342131,0.7479,5021.1003,173756,0.3798,379.8103
2022,LA,22.0,451416,71,0.5571,0.4429,0.3529,349054,0.7732,5665.6543,191672,0.4246,424.6017
2022,MA,25.0,428104,73,0.568,0.432,0.3182,335158,0.7829,6172.9299,167838,0.392,392.0496
2022,MD,24.0,200619,73,0.5804,0.4196,0.2021,72759,0.3627,1901.8388,68400,0.3409,340.9448
2022,ME,23.0,186711,72,0.5485,0.4515,0.2661,162581,0.8708,8777.8385,55391,0.2967,296.667
2022,MI,26.0,1203668,72,0.5528,0.4472,0.1619,940430,0.7813,5869.5421,389517,0.3236,323.6083
2022,MN,27.0,605401,74,0.5513,0.4487,0.1251,348136,0.5751,4070.5367,131876,0.2178,217.8325
2022,MO,29.0,611180,72,0.5628,0.4372,0.1906,439051,0.7184,4922.594,244844,0.4006,400.6087
2022,MS,28.0,209796,69,0.5614,0.4386,0.4111,151231,0.7208,4792.1219,89642,0.4273,427.2817
2022,MT,30.0,62932,73,0.5396,0.4604,0.1464,50429,0.8013,6780.9382,15604,0.248,247.9502
2022,NC,37.0,1033740,72,0.5804,0.4196,0.2035,683922,0.6616,3915.4449,356317,0.3447,344.6873
2022,ND,38.0,37446,74,0.5442,0.4558,0.1016,11346,0.303,3250.8946,3673,0.0981,98.0879
2022,NE,31.0,103111,72,0.5523,0.4477,0.1965,64395,0.6245,4802.8532,27852,0.2701,270.1167
2022,NH,33.0,94849,72,0.5533,0.4467,0.1302,80320,0.8468,7520.7962,30197,0.3184,318.3692
2022,NJ,34.0,617855,73,0.563,0.437,0.1828,350924,0.568,3333.0393,222534,0.3602,360.1719
2022,NM,35.0,203423,72,0.557,0.443,0.3169,142141,0.6987,4721.3491,66029,0.3246,324.5896
2022,NV,32.0,264952,73,0.554,0.446,0.1624,105070,0.3966,1770.7623,93555,0.3531,353.1017
2022,NY,36.0,1790206,73,0.5704,0.4296,0.3597,1092635,0.6103,4283.2713,626699,0.3501,350.0709
2022,National,,29679713,72,0.5619,0.4381,0.2365,18585555,0.6262,3899.6528,10533779,0.3549,354.9151
2022,OH,39.0,1258294,72,0.5694,0.4306,0.2255,980046,0.7789,6197.2973,508252,0.4039,403.9215
2022,OK,40.0,265393,71,0.561,0.439,0.2338,185178,0.6978,3963.0548,113443,0.4275,427.4529
2022,OR,41.0,470702,74,0.5637,0.4363,0.1887,305584,0.6492,3856.3167,142614,0.303,302.9815
2022,PA,42.0,1399160,73,0.5617,0.4383,0.2264,1098566,0.7852,5161.2696,524092,0.3746,374.5762
2022,PR,72.0,640589,72,0.5507,0.4493,,309166,0.4826,1414.6715,256277,0.4001,400.0646
2022,RI,44.0,125363,72,0.5746,0.4254,0.2735,93580,0.7465,4753.3243,42076,0.3356,335.6333
2022,SC,45.0,470206,71,0.5673,0.4327,0.2724,319379,0.6792,3709.3784,195458,0.4157,415.6859
2022,SD,46.0,55585,74,0.5466,0.4534,0.1149,18601,0.3346,3357.3806,5788,0.1041,104.1288
2022,TN,47.0,689526,71,0.5616,0.4384,0.2935,442751,0.6421,3285.1495,289001,0.4191,419.13
2022,TX,48.0,2194093,72,0.5654,0.4346,0.2443,1269191,0.5785,3413.5837,856755,0.3905,390.4825
2022,UT,49.0,202927,72,0.5464,0.4536,0.1235,137095,0.6756,3906.799,52112,0.2568,256.8017
2022,VA,51.0,527547,71,0.5677,0.4323,0.2336,335828,0.6366,3640.1496,235897,0.4472,447.1583
2022,VI,78.0,5692,76,0.6272,0.3728,,2641,0.464,2239.2832,1674,0.2941,294.097
2022,VT,50.0,42367,73,0.5543,0.4457,0.1534,36808,0.8688,7629.8534,12797,0.3021,302.0511
2022,WA,53.0,613814,72,0.5603,0.4397,0.2066,346928,0.5652,3253.4253,177560,0.2893,289.2733
2022,WI,55.0,658549,73,0.5505,0.4495,0.1472,470868,0.715,5653.0038,184711,0.2805,280.4818
2022,WV,54.0,207450,72,0.5475,0.4525,0.2259,155486,0.7495,6237.7874,79675,0.3841,384.0685
2022,WY,56.0,9633,73,0.5271,0.4729,0.1269,6173,0.6408,4303.7475,2696,0.2799,279.8713
